EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
696,34,No,Travel_Frequently,Research & Development,6,5,Human Resources,1,4,Male,4,3,Research Director,3,Single,9386.0,7378,4,Y,Yes,25,3,4,80,3,14,2,4,6,5,13,16
697,21,No,Travel_Rarely,Sales,23,4,Human Resources,1,3,Female,3,5,Sales Executive,2,Divorced,18046.0,17901,7,Y,No,23,4,1,80,1,0,0,4,26,16,9,15
698,42,No,Travel_Rarely,Research & Development,28,4,Medical,1,2,Male,2,2,Manufacturing Director,4,Married,9044.0,4577,7,Y,Yes,16,3,3,80,2,19,5,4,20,9,4,5
699,38,No,Travel_Rarely,Sales,10,3,Human Resources,1,2,Male,1,4,Sales Executive,1,Married,10615.0,23690,0,Y,Yes,15,3,3,80,1,1,1,2,27,11,5,7
700,54,Yes,Travel_Rarely,Research & Development,22,4,Technical Degree,1,1,Male,3,1,Manager,1,Divorced,16034.0,10133,4,Y,No,24,3,1,80,1,2,4,4,15,15,0,12
701,55,No,Travel_Rarely,Research & Development,23,3,Technical Degree,1,2,Female,2,2,Healthcare Representative,1,Married,6060.0,3235,9,Y,No,15,3,2,80,1,35,5,3,22,13,2,12
702,18,No,Travel_Rarely,Sales,17,5,Medical,1,2,Female,2,5,Sales Executive,3,Single,11900.0,19442,0,Y,No,12,3,3,80,0,15,3,1,19,15,11,16
703,42,No,Travel_Rarely,Research & Development,22,1,Marketing,1,3,Female,3,2,Laboratory Technician,3,Single,6581.0,17641,0,Y,Yes,24,3,3,80,3,28,2,3,37,7,7,2
704,53,No,Travel_Rarely,Sales,11,2,Medical,1,4,Male,3,3,Manager,2,Married,3014.0,5659,1,Y,No,17,3,1,80,1,35,6,4,24,22,15,12
705,34,No,Travel_Rarely,Sales,19,5,Life Sciences,1,3,Male,1,3,Sales Representative,1,Divorced,13997.0,13847,1,Y,Yes,22,3,2,80,2,38,6,2,27,27,2,6
706,58,No,Travel_Rarely,Human Resources,17,5,Medical,1,4,Female,1,4,Manager,2,Single,11635.0,23752,8,Y,No,14,3,4,80,1,2,5,4,4,1,13,4
707,41,No,Travel_Rarely,Research & Development,24,4,Medical,1,3,Male,4,1,Laboratory Technician,2,Single,14648.0,18440,3,Y,No,24,4,4,80,1,36,1,4,20,16,0,10
708,19,No,Travel_Frequently,Research & Development,4,4,Other,1,1,Male,1,1,Manager,1,Divorced,8148.0,12084,2,Y,No,13,3,3,80,3,11,2,4,17,17,2,17
709,57,No,Non-Travel,Sales,26,2,Technical Degree,1,2,male,3,5,Sales Representative,2,Single,19748.0,9472,0,Y,No,18,3,4,80,2,19,1,4,5,3,11,3
710,32,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,4,Male,4,4,Healthcare Representative,4,Married,15022.0,20953,1,Y,No,14,4,1,80,2,22,6,4,28,15,15,6
711,49,No,Travel_Rarely,Research & Development,26,5,Other,1,1,Male,2,1,Manufacturing Director,3,Single,6919.0,22464,5,Y,No,25,3,3,80,0,21,4,1,18,16,3,3
712,56,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,2,Female,2,3,Manufacturing Director,2,Married,16886.0,17596,8,Y,No,21,3,3,80,2,31,6,3,32,15,7,9
713,23,No,Travel_Rarely,Research & Development,27,5,Medical,1,2,Female,3,4,Healthcare Representative,1,Married,7638.0,24761,4,Y,No,14,3,2,80,2,6,4,2,0,0,8,0
714,18,No,Non-Travel,Research & Development,20,1,Other,1,2,Female,4,2,Research Scientist,3,Single,5651.0,20332,3,Y,No,18,3,4,80,2,21,4,4,2,2,3,16
715,40,No,Travel_Rarely,Research & Development,4,3,Other,1,3,Male,4,4,Manager,3,Married,1609.0,18606,4,Y,No,11,3,2,80,1,1,0,2,20,7,12,4
716,56,No,Travel_Rarely,Human Resources,28,1,Life Sciences,1,1,Male,1,4,Human Resources,2,Married,8940.0,11831,8,Y,Yes,19,3,3,80,0,13,6,1,34,28,11,16
717,34,No,Travel_Rarely,Research & Development,14,5,Life Sciences,1,1,Female,2,1,Manager,4,Married,11348.0,7217,6,Y,Yes,24,4,4,80,2,15,6,3,40,40,6,2
718,51,No,Travel_Rarely,Human Resources,26,5,Human Resources,1,2,Female,2,5,Manager,2,Married,4866.0,15537,7,Y,No,17,3,2,80,2,23,1,4,39,35,0,8
719,58,Yes,Travel_Rarely,Sales,4,2,Life Sciences,1,4,Male,1,5,Sales Executive,4,Married,17755.0,11949,3,Y,No,25,3,4,80,2,6,5,1,2,1,8,2
720,46,No,Travel_Rarely,Research & Development,6,5,Other,1,1,Female,2,1,Manufacturing Director,3,Married,17999.0,11027,7,Y,No,22,3,3,80,1,3,3,1,24,11,10,2
721,26,No,Travel_Rarely,Human Resources,9,4,Marketing,1,3,Female,1,1,Manager,2,Married,3253.0,4536,5,Y,Yes,12,3,3,80,1,36,3,3,37,11,11,8
722,30,Yes,Non-Travel,Sales,21,2,Life Sciences,1,4,Male,2,1,Sales Representative,1,Married,5942.0,4525,4,Y,Yes,21,4,3,80,0,40,4,4,19,16,3,4
723,23,No,Travel_Rarely,Sales,12,5,Technical Degree,1,4,Female,2,5,Sales Representative,2,Married,13330.0,11176,6,Y,No,22,3,1,80,3,4,3,3,33,14,13,9
724,23,No,Non-Travel,Research & Development,29,1,Human Resources,1,4,Male,2,1,Research Director,4,Married,1864.0,19741,5,Y,No,16,3,2,80,0,1,2,3,20,8,13,14
725,37,No,Travel_Rarely,Research & Development,26,5,Technical Degree,1,4,Male,1,2,Manufacturing Director,4,Single,2268.0,6887,2,Y,Yes,18,3,2,80,1,4,1,2,22,6,8,11
726,20,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,1,Male,2,2,Healthcare Representative,2,Single,8454.0,26106,4,Y,No,21,3,3,80,2,2,1,2,5,1,13,5
727,34,No,Non-Travel,Sales,24,1,Marketing,1,2,Male,2,3,Sales Executive,4,Single,14666.0,24366,8,Y,No,15,3,2,80,2,7,1,3,12,11,2,6
728,29,No,Non-Travel,Research & Development,4,5,Human Resources,1,4,Female,4,2,Manufacturing Director,3,Divorced,13370.0,16847,6,Y,No,16,3,3,80,0,25,2,2,22,6,14,6
729,18,No,Non-Travel,Sales,27,1,Medical,1,3,Female,2,4,Sales Representative,2,Married,6229.0,13252,3,Y,No,22,3,2,80,2,9,5,1,8,1,10,3
730,34,No,Travel_Rarely,Sales,26,3,Other,1,3,Female,3,3,Manager,4,Married,17309.0,6477,6,Y,No,20,3,4,80,1,33,0,3,16,14,12,12
731,20,No,Non-Travel,Sales,25,2,Other,1,2,Male,2,2,Sales Executive,2,Single,19621.0,19755,4,Y,No,18,3,2,80,0,35,2,4,1,1,14,14
732,43,No,Travel_Frequently,Research & Development,25,5,Life Sciences,1,1,Male,2,4,Research Scientist,2,Single,5054.0,21608,1,Y,No,23,3,3,80,3,11,1,4,18,5,4,17
733,-1,Yes,Travel_Rarely,Research & Development,5,3,Other,1,2,Male,4,2,Laboratory Technician,1,Divorced,1935.0,20258,5,Y,Yes,16,3,2,80,1,19,1,1,18,11,0,17
734,53,No,Travel_Rarely,Research & Development,6,1,Marketing,1,4,Male,4,4,Manufacturing Director,2,Divorced,13172.0,21745,6,Y,No,22,4,4,80,1,28,6,4,6,2,10,6
735,49,Yes,Non-Travel,Research & Development,5,1,Other,1,1,Male,1,1,Research Scientist,1,Single,11530.0,18095,7,Y,Yes,19,3,4,80,2,13,1,4,19,19,2,9
736,49,No,Travel_Rarely,Research & Development,19,2,Marketing,1,1,Male,1,4,Healthcare Representative,4,Divorced,16560.0,8104,5,Y,Yes,25,4,4,80,1,4,5,3,8,2,4,15
737,21,Yes,Travel_Rarely,Research & Development,27,3,Medical,1,4,Male,3,1,Manufacturing Director,1,Married,17156.0,3142,7,Y,No,22,3,3,80,1,26,3,1,16,1,14,7
738,35,No,Travel_Rarely,Research & Development,8,3,Marketing,1,3,Male,4,4,Healthcare Representative,1,Married,17709.0,22693,6,Y,No,19,3,1,80,3,3,0,3,26,5,5,10
739,36,No,Travel_Rarely,Research & Development,9,5,Medical,1,4,Male,1,4,Healthcare Representative,1,Married,10726.0,14726,1,Y,No,19,3,3,80,2,28,2,1,1,1,12,5
740,60,No,Travel_Rarely,Research & Development,15,1,Medical,1,2,Male,1,2,Research Scientist,3,Married,8774.0,8898,5,Y,No,16,3,4,80,1,2,1,3,35,4,7,9
741,52,No,Travel_Rarely,Research & Development,4,4,Medical,1,4,Female,1,4,Manufacturing Director,1,Divorced,2985.0,19972,8,Y,No,22,3,2,80,2,32,6,3,18,17,0,13
742,57,Yes,Travel_Rarely,Research & Development,25,5,Marketing,1,3,Male,4,2,Manager,2,Single,15252.0,14177,5,Y,No,25,3,4,80,1,29,6,2,16,15,14,5
743,31,No,Travel_Rarely,Research & Development,9,5,Medical,1,4,Male,4,4,Research Director,1,Single,5603.0,14916,3,Y,No,22,3,1,80,3,35,4,4,4,0,2,3
744,50,No,Travel_Rarely,Research & Development,7,5,Marketing,1,2,Female,3,5,Research Scientist,2,Single,16960.0,23382,6,Y,No,19,3,1,80,2,8,0,1,38,31,0,14
745,31,No,Travel_Rarely,Sales,8,2,Human Resources,1,2,Female,4,3,Sales Executive,1,Married,10462.0,11662,2,Y,Yes,13,3,4,80,2,0,6,4,17,10,4,4
746,51,No,Travel_Rarely,Research & Development,15,2,Medical,1,3,Female,4,2,Manager,3,Married,15166.0,14106,4,Y,No,15,3,3,80,3,22,4,2,6,1,7,15
747,21,No,Travel_Rarely,Research & Development,19,5,Marketing,1,2,Male,4,2,Manufacturing Director,4,Single,8754.0,14682,0,Y,No,12,3,1,80,0,2,0,1,16,11,3,6
748,41,Yes,Non-Travel,Research & Development,15,4,Marketing,1,2,Male,3,1,Manufacturing Director,1,Married,15246.0,6342,9,Y,No,22,3,4,80,1,31,1,2,38,27,12,1
749,46,No,Travel_Rarely,Human Resources,5,3,Marketing,1,4,Female,2,5,Manager,1,Married,5078.0,17240,2,Y,No,23,3,3,80,1,23,0,4,35,5,10,12
750,36,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1,Female,2,1,Healthcare Representative,3,Married,,5362,7,Y,No,23,3,2,80,0,5,0,3,39,19,8,1
751,23,No,Non-Travel,Sales,7,1,Life Sciences,1,2,Male,1,5,Manager,1,Married,18751.0,16583,8,Y,No,18,3,3,80,2,12,1,2,3,0,5,8
752,50,No,Travel_Frequently,Human Resources,6,3,Medical,1,2,Male,2,5,Manager,2,Married,5042.0,3636,8,Y,No,21,3,1,80,2,14,5,2,37,22,5,4
753,57,No,Travel_Rarely,Research & Development,27,3,Other,1,3,Male,2,4,Manager,1,Single,17284.0,16934,9,Y,No,23,3,3,80,3,29,6,3,24,8,10,2
754,36,No,Travel_Rarely,Research & Development,19,4,Human Resources,1,3,Male,3,1,Manufacturing Director,1,Married,15389.0,13104,1,Y,Yes,14,3,3,80,3,11,4,4,4,1,4,1
755,18,No,Travel_Rarely,Sales,25,3,Other,1,4,Female,3,3,Manager,4,Single,3575.0,24611,3,Y,No,16,4,2,80,3,39,5,2,29,26,12,13
756,22,No,Non-Travel,Research & Development,28,4,Medical,1,4,Male,2,5,Research Scientist,4,Single,7754.0,17108,4,Y,No,16,3,4,80,0,34,4,4,11,5,9,7
757,44,Yes,Travel_Rarely,Research & Development,17,2,Technical Degree,1,2,Female,2,5,Laboratory Technician,1,Single,18965.0,19628,2,Y,Yes,15,4,3,80,0,27,3,3,3,1,4,11
758,33,No,Travel_Rarely,Research & Development,10,4,Technical Degree,1,1,Male,2,2,Research Director,3,Single,2986.0,13929,0,Y,No,22,3,2,80,2,3,6,1,23,21,10,16
759,23,No,Travel_Rarely,Research & Development,19,2,Human Resources,1,1,Female,1,4,Research Scientist,4,Married,19624.0,12789,5,Y,No,22,4,1,80,3,6,4,2,28,7,6,15
760,57,No,Travel_Rarely,Research & Development,11,4,Human Resources,1,4,Male,3,3,Manufacturing Director,1,Divorced,16470.0,25298,9,Y,Yes,11,3,4,80,2,15,4,4,8,3,7,5
761,30,No,Travel_Frequently,Sales,15,5,Human Resources,1,3,Male,2,5,Sales Executive,4,Single,6968.0,15268,1,Y,Yes,21,3,1,80,0,21,0,3,3,2,6,5
762,52,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,2,Male,4,2,Laboratory Technician,1,Divorced,8493.0,23690,8,Y,No,17,3,4,80,1,40,3,3,23,13,0,17
763,36,No,Travel_Rarely,Sales,11,2,Life Sciences,1,2,Female,2,1,Sales Representative,4,Single,5103.0,12704,0,Y,No,20,3,3,80,2,24,1,2,13,6,0,1
764,29,No,Travel_Rarely,Research & Development,23,3,Technical Degree,1,1,Male,4,5,Healthcare Representative,4,Married,3076.0,6514,8,Y,No,25,3,3,80,0,2,1,1,4,4,9,7
765,33,No,Travel_Rarely,Sales,3,2,Human Resources,1,4,Male,1,2,Sales Executive,2,Married,,16422,6,Y,No,18,4,4,80,3,21,2,2,17,17,5,13
766,60,No,Travel_Rarely,Research & Development,3,4,Marketing,1,1,Female,4,1,Healthcare Representative,1,Divorced,4744.0,26834,9,Y,No,11,4,1,80,1,30,3,4,18,1,2,1
767,27,No,Non-Travel,Research & Development,18,5,Other,1,1,Male,3,4,Research Scientist,1,Single,15466.0,17540,1,Y,No,20,3,1,80,1,36,0,3,11,10,15,16
768,42,No,Travel_Rarely,Research & Development,25,5,Technical Degree,1,4,Female,1,1,Manager,1,Single,15523.0,20742,5,Y,No,17,4,1,80,1,21,2,1,17,7,12,15
769,37,No,Travel_Rarely,Research & Development,11,3,Human Resources,1,3,Female,1,5,Manager,1,Single,6594.0,7615,7,Y,No,14,4,3,80,3,26,2,4,16,0,11,17
770,48,No,Travel_Rarely,Research & Development,20,4,Marketing,1,2,Female,2,3,Manager,4,Married,8531.0,19652,1,Y,Yes,16,3,4,80,1,1,1,2,29,26,8,5
771,21,No,Travel_Rarely,Sales,26,4,Human Resources,1,3,Male,1,1,Sales Executive,2,Divorced,8371.0,16840,4,Y,No,19,3,4,80,0,21,4,3,23,21,10,16
772,40,No,Travel_Rarely,Research & Development,29,1,Medical,1,4,Male,1,3,Manager,2,Divorced,15547.0,4376,5,Y,No,25,3,1,80,2,16,0,2,10,1,6,17
773,19,No,Non-Travel,Sales,22,2,Marketing,1,4,Female,4,3,Sales Executive,3,Married,19028.0,26771,2,Y,Yes,15,3,3,80,1,19,3,1,34,6,1,13
774,39,Yes,Non-Travel,Research & Development,18,3,Other,1,2,Male,2,1,Healthcare Representative,1,Married,4144.0,21480,1,Y,Yes,18,3,4,80,1,23,2,1,22,16,11,9
775,54,No,Travel_Rarely,Research & Development,25,5,Medical,1,3,Male,3,4,Research Director,3,Divorced,14990.0,22019,5,Y,No,15,3,4,80,0,30,0,1,16,13,13,3
776,25,Yes,Travel_Rarely,Sales,15,1,Life Sciences,1,2,Female,2,1,Manager,4,Married,15083.0,18945,2,Y,Yes,12,3,1,80,3,7,1,1,0,0,2,17
777,24,No,Travel_Rarely,Sales,7,4,Technical Degree,1,1,Male,3,2,Sales Executive,3,Single,17626.0,13641,1,Y,Yes,14,3,1,80,1,4,2,1,14,7,7,10
778,31,No,Travel_Rarely,Research & Development,10,2,Human Resources,1,1,Female,4,3,Healthcare Representative,1,Divorced,8954.0,17232,0,Y,No,24,4,4,80,0,1,2,2,31,6,12,15
779,20,No,Travel_Rarely,Research & Development,21,5,Technical Degree,1,1,Female,1,5,Laboratory Technician,2,Single,8269.0,13558,7,Y,No,12,3,3,80,0,3,5,1,8,5,13,3
780,33,Yes,Travel_Rarely,Research & Development,23,1,Other,1,3,Female,1,3,Healthcare Representative,2,Single,8130.0,13315,0,Y,No,17,3,2,80,3,34,1,1,14,8,14,5
781,36,No,Non-Travel,Research & Development,20,4,Human Resources,1,1,Male,2,5,Manager,1,Single,7828.0,13083,4,Y,No,17,3,4,80,3,33,5,3,27,2,0,7
782,35,No,Travel_Rarely,Research & Development,29,5,Medical,1,2,Male,2,2,Laboratory Technician,4,Married,9844.0,26615,5,Y,No,24,3,4,80,2,2,1,1,23,5,14,17
783,33,No,Non-Travel,Sales,10,5,Marketing,1,3,Male,2,2,Manager,1,Married,15220.0,26123,2,Y,No,25,3,3,80,1,19,1,3,34,19,4,17
784,25,No,Travel_Rarely,Research & Development,13,4,Marketing,1,2,Male,1,2,Research Director,4,Single,7331.0,25255,6,Y,Yes,13,3,4,80,2,8,5,3,21,1,9,15
785,50,No,Travel_Rarely,Sales,15,4,Human Resources,1,4,Male,1,1,Sales Executive,2,Married,14397.0,4504,1,Y,No,24,3,2,80,0,5,6,3,26,16,0,6
786,29,No,Travel_Rarely,Human Resources,23,3,Medical,1,3,Male,4,3,Manager,4,Married,18883.0,25405,6,Y,No,23,4,3,80,1,4,0,2,18,11,11,16
787,28,No,Travel_Rarely,Research & Development,18,5,Human Resources,1,2,Male,3,5,Research Director,1,Divorced,11291.0,24355,1,Y,No,17,3,2,80,0,40,0,2,11,11,8,2
788,22,No,Travel_Rarely,Research & Development,23,4,Human Resources,1,2,Male,2,2,Manufacturing Director,1,Married,19542.0,26260,4,Y,No,25,3,2,80,0,37,6,4,19,16,6,14
789,44,No,Travel_Rarely,Research & Development,4,1,Human Resources,1,3,Female,1,2,Research Scientist,1,Married,,12068,6,Y,No,11,3,4,80,0,34,0,4,0,0,4,3
790,29,No,Travel_Rarely,Human Resources,20,2,Marketing,1,4,Male,3,5,Human Resources,4,Married,11450.0,22481,2,Y,No,11,4,2,80,3,30,4,3,20,9,5,15
791,34,Yes,Non-Travel,Sales,17,3,Other,1,3,Male,2,3,Sales Representative,4,Single,3035.0,11684,3,Y,No,19,3,4,80,3,12,2,2,0,0,10,13
792,23,No,Travel_Frequently,Research & Development,28,4,Human Resources,1,1,Female,2,3,Research Director,4,Single,12463.0,11321,0,Y,No,16,3,4,80,1,25,0,1,9,2,14,16
793,50,No,Non-Travel,Research & Development,3,2,Marketing,1,1,Female,3,5,Manufacturing Director,2,Married,8977.0,12455,2,Y,No,23,3,3,80,0,21,4,4,31,19,2,8
794,22,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,4,Male,3,4,Manager,3,Single,18241.0,15064,8,Y,No,24,4,3,80,0,31,2,2,38,17,2,6
795,45,No,Travel_Rarely,Sales,21,5,Medical,1,2,Female,3,3,Sales Representative,3,Single,13182.0,8822,9,Y,No,22,3,3,80,1,14,0,1,21,12,15,13
796,31,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2,Male,1,5,Manufacturing Director,1,Married,1298.0,24262,4,Y,No,15,3,4,80,2,10,1,1,17,11,6,11
797,22,Yes,Travel_Rarely,Human Resources,4,3,Human Resources,1,2,Male,4,5,Manager,2,Single,1923.0,22893,7,Y,Yes,23,3,2,80,0,15,6,2,31,26,6,16
798,50,Yes,Non-Travel,Research & Development,1,4,Marketing,1,3,Female,2,2,Laboratory Technician,4,Single,14331.0,14497,1,Y,Yes,16,4,2,80,3,5,3,4,26,26,6,8
799,58,No,Travel_Rarely,Research & Development,15,4,Medical,1,3,Female,2,5,Healthcare Representative,1,Married,7578.0,16251,2,Y,No,16,3,3,80,2,10,0,2,27,26,1,11
800,36,No,Travel_Rarely,Human Resources,25,3,Technical Degree,1,4,Male,3,1,Human Resources,2,Married,5875.0,24570,6,Y,No,11,4,3,80,2,9,3,4,17,16,1,11
801,39,No,Travel_Rarely,Research & Development,1,5,Medical,1,1,Female,1,2,Research Scientist,1,Divorced,13254.0,12377,9,Y,Yes,15,3,4,80,2,15,0,3,38,35,10,7
802,22,No,Travel_Rarely,Sales,6,3,Medical,1,2,Female,3,2,Sales Representative,2,Married,19186.0,21944,3,Y,Yes,19,3,1,80,2,11,1,2,28,22,11,9
803,19,No,Non-Travel,Research & Development,7,1,Human Resources,1,1,Female,1,3,Research Scientist,2,Married,11905.0,7679,8,Y,No,14,3,1,80,2,6,6,2,17,9,4,11
804,47,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,3,Male,4,4,Manager,3,Married,14353.0,21069,6,Y,No,13,3,4,80,2,38,6,4,7,2,3,4
805,56,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,3,Male,2,3,Manager,1,Single,16882.0,8612,0,Y,No,11,3,1,80,1,26,3,4,30,5,14,0
806,21,No,Travel_Rarely,  research & development  ,1,4,Technical Degree,1,3,Male,2,1,Manufacturing Director,4,Single,10663.0,23205,3,Y,No,24,3,1,80,1,23,4,2,33,5,6,8
807,50,No,Travel_Rarely,Human Resources,7,5,Human Resources,1,1,Male,1,2,Manager,3,Divorced,1941.0,18272,9,Y,No,25,3,1,80,2,14,1,1,6,2,15,14
808,30,No,Travel_Rarely,Human Resources,19,3,Medical,1,4,Male,4,2,Manager,3,Married,2907.0,26191,5,Y,Yes,12,3,3,80,3,5,3,1,35,33,2,1
809,37,No,Travel_Frequently,Research & Development,13,2,Other,1,4,Female,4,5,Research Scientist,4,Divorced,5837.0,3412,5,Y,No,13,3,2,80,1,18,3,1,17,3,4,3
810,24,No,Non-Travel,Sales,26,4,Life Sciences,1,3,Female,2,4,Manager,2,Married,14680.0,19605,9,Y,No,14,3,2,80,1,7,5,3,37,36,1,3
811,32,No,Travel_Rarely,Human Resources,12,4,Life Sciences,1,2,Female,2,4,Manager,4,Single,18627.0,4249,5,Y,Yes,17,4,3,80,2,35,5,3,8,0,0,2
812,40,No,Travel_Rarely,Research & Development,12,3,Marketing,1,1,Male,3,5,Research Scientist,1,Married,6696.0,4239,4,Y,No,16,3,3,80,3,12,1,4,8,7,8,15
813,31,No,Travel_Rarely,Sales,22,2,Medical,1,3,Male,1,1,Sales Executive,4,Married,17226.0,22586,2,Y,No,21,3,3,80,2,32,1,3,7,7,12,7
814,40,No,Travel_Rarely,Human Resources,13,3,Human Resources,1,1,Male,2,4,Manager,2,Married,14543.0,9873,1,Y,No,18,3,1,80,3,31,1,1,34,11,3,6
815,36,No,Travel_Rarely,Research & Development,28,2,Life Sciences,1,1,Male,4,2,Manufacturing Director,4,Married,13615.0,14614,2,Y,No,24,3,4,80,3,27,2,2,17,7,7,11
816,46,No,Travel_Frequently,Research & Development,14,4,Human Resources,1,4,Female,4,1,Laboratory Technician,2,Divorced,2466.0,25277,8,Y,No,19,3,4,80,0,39,4,3,4,2,12,11
817,-1,Yes,Travel_Rarely,Research & Development,22,2,Medical,1,3,Male,2,3,Manager,2,Divorced,19350.0,10835,2,Y,No,25,3,1,80,1,9,0,3,13,2,11,3
818,46,Yes,Non-Travel,Research & Development,12,3,Medical,1,4,Female,4,3,Manager,1,Divorced,1375.0,23787,2,Y,No,16,4,1,80,2,32,5,1,27,17,6,14
819,41,No,Travel_Rarely,Sales,20,1,Life Sciences,1,3,Male,1,1,Manager,4,Single,1262.0,16803,0,Y,No,17,3,3,80,1,0,6,3,29,20,13,5
820,35,No,Travel_Rarely,Research & Development,12,1,Technical Degree,1,1,Male,4,2,Healthcare Representative,4,Single,12580.0,14795,1,Y,No,14,3,3,80,1,20,6,4,3,2,11,2
821,27,Yes,Travel_Rarely,Research & Development,27,2,Human Resources,1,4,Female,4,3,Manufacturing Director,1,Single,11136.0,16441,2,Y,No,12,3,2,80,3,4,3,2,38,18,15,6
822,58,Yes,Travel_Rarely,Sales,6,3,Human Resources,1,1,Male,2,2,Sales Representative,2,Single,8833.0,17653,1,Y,No,19,3,3,80,1,0,5,1,19,14,0,5
823,25,No,Travel_Rarely,Research & Development,27,5,Marketing,1,3,Male,1,5,Laboratory Technician,4,Married,2893.0,7185,7,Y,No,19,3,1,80,0,20,0,4,24,5,9,0
824,43,No,Travel_Rarely,Research & Development,10,1,Medical,1,2,Male,1,4,Manager,1,Married,9106.0,22674,5,Y,Yes,25,4,2,80,2,24,1,1,27,15,10,7
825,46,No,Travel_Rarely,Research & Development,20,4,Medical,1,4,Female,3,1,Laboratory Technician,2,Married,12826.0,15499,6,Y,No,14,3,3,80,1,19,6,4,11,7,6,0
826,27,No,Travel_Rarely,Human Resources,29,3,Life Sciences,1,4,Female,1,4,Human Resources,1,Divorced,2652.0,22526,0,Y,No,22,4,2,80,2,8,5,2,1,1,1,15
827,34,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1,Female,3,5,Research Director,4,Divorced,1599.0,11577,5,Y,Yes,13,3,2,80,1,15,4,2,13,1,2,2
828,19,No,Travel_Rarely,Research & Development,9,1,Life Sciences,1,1,Female,2,3,Manager,1,Single,19296.0,9152,1,Y,Yes,20,3,3,80,2,27,4,4,21,19,13,1
829,23,No,Travel_Rarely,Research & Development,2,5,Marketing,1,2,Female,4,2,Manufacturing Director,3,Divorced,9792.0,20968,5,Y,No,24,3,4,80,2,39,2,4,30,15,0,5
830,22,No,Travel_Frequently,Research & Development,7,4,Technical Degree,1,4,Female,1,2,Research Scientist,2,Married,4637.0,19985,2,Y,Yes,21,3,1,80,2,35,5,4,22,10,6,7
831,45,No,Travel_Rarely,Sales,9,5,Life Sciences,1,3,Male,3,5,Sales Executive,3,Married,11355.0,15798,6,Y,Yes,16,3,1,80,1,38,1,4,19,6,2,6
832,58,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,1,3,Male,1,1,Manufacturing Director,3,Divorced,16989.0,23326,2,Y,No,24,4,2,80,0,23,3,4,37,11,5,6
833,22,No,Travel_Rarely,Sales,12,1,Other,1,4,Male,2,4,Manager,2,Single,10290.0,24082,8,Y,Yes,24,3,4,80,2,15,2,4,3,0,14,17
834,35,No,Non-Travel,Sales,5,3,Life Sciences,1,4,Female,3,3,Sales Representative,2,Divorced,,19191,2,Y,No,13,3,4,80,3,13,1,2,14,9,11,2
835,43,No,Non-Travel,Research & Development,1,4,Marketing,1,4,Male,3,1,Laboratory Technician,1,Married,15342.0,12851,6,Y,No,11,4,3,80,3,33,2,4,23,6,12,10
836,37,No,Travel_Rarely,Research & Development,22,3,Human Resources,1,2,Male,3,5,Healthcare Representative,2,Divorced,14945.0,25729,3,Y,No,14,3,3,80,3,23,5,3,24,13,6,10
837,58,Yes,Non-Travel,Human Resources,15,2,Technical Degree,1,3,Female,2,5,Human Resources,3,Divorced,11762.0,10306,7,Y,No,11,3,1,80,0,10,0,2,0,0,14,2
838,44,No,Travel_Rarely,Research & Development,8,2,Human Resources,1,3,Male,3,2,Research Director,3,Married,15312.0,21111,1,Y,No,12,3,3,80,2,35,6,1,6,6,2,0
839,29,No,Travel_Rarely,Research & Development,1,1,Other,1,1,Female,4,3,Manufacturing Director,4,Single,8382.0,14918,7,Y,No,13,3,3,80,0,0,5,2,30,0,1,9
840,24,No,Travel_Rarely,Research & Development,18,1,Medical,1,1,Female,2,1,Laboratory Technician,2,Single,9982.0,14484,8,Y,No,18,3,2,80,2,11,1,1,11,0,8,1
841,20,No,Travel_Rarely,Sales,13,1,Medical,1,4,Male,4,2,Sales Executive,3,Married,8707.0,14093,7,Y,No,20,3,4,80,0,20,3,1,4,3,8,16
842,27,No,Non-Travel,Research & Development,29,2,Life Sciences,1,1,Female,4,3,Healthcare Representative,4,Single,18130.0,10165,5,Y,No,14,4,4,80,2,8,3,3,37,20,14,8
843,51,No,Travel_Rarely,Sales,1,4,Other,1,2,Female,2,4,Manager,4,Divorced,5633.0,17084,9,Y,No,14,3,3,80,3,38,1,4,11,4,6,17
