EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,SalaryBand,SatisfactionScore,AttritionBinary
733,39,Yes,Travel_Rarely,Research & Development,5,3,Other,2,Male,4,2,Laboratory Technician,1,Divorced,1935,20258,5,Yes,16,3,2,1,19,1,1,18,11,0,17,36-45,< 3K,1.33,1
734,53,No,Travel_Rarely,Research & Development,6,1,Marketing,4,Male,4,4,Manufacturing Director,2,Divorced,13172,21745,6,No,22,4,4,1,28,6,4,6,2,10,6,46-60,> 10K,3.33,0
735,49,Yes,Non-Travel,Research & Development,5,1,Other,1,Male,1,1,Research Scientist,1,Single,11530,18095,7,Yes,19,3,4,2,13,1,4,19,19,2,9,46-60,> 10K,2.0,1
736,49,No,Travel_Rarely,Research & Development,19,2,Marketing,1,Male,1,4,Healthcare Representative,4,Divorced,16560,8104,5,Yes,25,4,4,1,4,5,3,8,2,4,15,46-60,> 10K,2.67,0
737,21,Yes,Travel_Rarely,Research & Development,27,3,Medical,4,Male,3,1,Manufacturing Director,1,Married,17156,3142,7,No,22,3,3,1,26,3,1,16,1,14,7,18-25,> 10K,2.0,1
738,35,No,Travel_Rarely,Research & Development,8,3,Marketing,3,Male,4,4,Healthcare Representative,1,Married,17709,22693,6,No,19,3,1,3,3,0,3,26,5,5,10,26-35,> 10K,2.33,0
739,36,No,Travel_Rarely,Research & Development,9,5,Medical,4,Male,1,4,Healthcare Representative,1,Married,10726,14726,1,No,19,3,3,2,28,2,1,1,1,12,5,36-45,> 10K,2.0,0
740,60,No,Travel_Rarely,Research & Development,15,1,Medical,2,Male,1,2,Research Scientist,3,Married,8774,8898,5,No,16,3,4,1,2,1,3,35,4,7,9,46-60,6K-10K,2.67,0
741,52,No,Travel_Rarely,Research & Development,4,4,Medical,4,Female,1,4,Manufacturing Director,1,Divorced,2985,19972,8,No,22,3,2,2,32,6,3,18,17,0,13,46-60,< 3K,2.67,0
742,57,Yes,Travel_Rarely,Research & Development,25,5,Marketing,3,Male,4,2,Manager,2,Single,15252,14177,5,No,25,3,4,1,29,6,2,16,15,14,5,46-60,> 10K,2.33,1
743,31,No,Travel_Rarely,Research & Development,9,5,Medical,4,Male,4,4,Research Director,1,Single,5603,14916,3,No,22,3,1,3,35,4,4,4,0,2,3,26-35,3K-6K,3.0,0
744,50,No,Travel_Rarely,Research & Development,7,5,Marketing,2,Female,3,5,Research Scientist,2,Single,16960,23382,6,No,19,3,1,2,8,0,1,38,31,0,14,46-60,> 10K,1.67,0
745,31,No,Travel_Rarely,Sales,8,2,Human Resources,2,Female,4,3,Sales Executive,1,Married,10462,11662,2,Yes,13,3,4,2,0,6,4,17,10,4,4,26-35,> 10K,2.33,0
746,51,No,Travel_Rarely,Research & Development,15,2,Medical,3,Female,4,2,Manager,3,Married,15166,14106,4,No,15,3,3,3,22,4,2,6,1,7,15,46-60,> 10K,2.67,0
747,21,No,Travel_Rarely,Research & Development,19,5,Marketing,2,Male,4,2,Manufacturing Director,4,Single,8754,14682,0,No,12,3,1,0,2,0,1,16,11,3,6,18-25,6K-10K,2.33,0
748,41,Yes,Non-Travel,Research & Development,15,4,Marketing,2,Male,3,1,Manufacturing Director,1,Married,15246,6342,9,No,22,3,4,1,31,1,2,38,27,12,1,36-45,> 10K,1.67,1
749,46,No,Travel_Rarely,Human Resources,5,3,Marketing,4,Female,2,5,Manager,1,Married,5078,17240,2,No,23,3,3,1,23,0,4,35,5,10,12,46-60,3K-6K,3.0,0
750,36,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Female,2,1,Healthcare Representative,3,Married,10061,5362,7,No,23,3,2,0,5,0,3,39,19,8,1,36-45,> 10K,2.33,1
751,23,No,Non-Travel,Sales,7,1,Life Sciences,2,Male,1,5,Manager,1,Married,18751,16583,8,No,18,3,3,2,12,1,2,3,0,5,8,18-25,> 10K,1.67,0
752,50,No,Travel_Frequently,Human Resources,6,3,Medical,2,Male,2,5,Manager,2,Married,5042,3636,8,No,21,3,1,2,14,5,2,37,22,5,4,46-60,3K-6K,2.0,0
753,57,No,Travel_Rarely,Research & Development,27,3,Other,3,Male,2,4,Manager,1,Single,17284,16934,9,No,23,3,3,3,29,6,3,24,8,10,2,46-60,> 10K,2.33,0
754,36,No,Travel_Rarely,Research & Development,19,4,Human Resources,3,Male,3,1,Manufacturing Director,1,Married,15389,13104,1,Yes,14,3,3,3,11,4,4,4,1,4,1,36-45,> 10K,2.67,0
755,18,No,Travel_Rarely,Sales,25,3,Other,4,Female,3,3,Manager,4,Single,3575,24611,3,No,16,4,2,3,39,5,2,29,26,12,13,18-25,3K-6K,3.33,0
756,22,No,Non-Travel,Research & Development,28,4,Medical,4,Male,2,5,Research Scientist,4,Single,7754,17108,4,No,16,3,4,0,34,4,4,11,5,9,7,18-25,6K-10K,4.0,0
757,44,Yes,Travel_Rarely,Research & Development,17,2,Technical Degree,2,Female,2,5,Laboratory Technician,1,Single,18965,19628,2,Yes,15,4,3,0,27,3,3,3,1,4,11,36-45,> 10K,2.0,1
758,33,No,Travel_Rarely,Research & Development,10,4,Technical Degree,1,Male,2,2,Research Director,3,Single,2986,13929,0,No,22,3,2,2,3,6,1,23,21,10,16,26-35,< 3K,1.67,0
759,23,No,Travel_Rarely,Research & Development,19,2,Human Resources,1,Female,1,4,Research Scientist,4,Married,19624,12789,5,No,22,4,1,3,6,4,2,28,7,6,15,18-25,> 10K,2.33,0
760,57,No,Travel_Rarely,Research & Development,11,4,Human Resources,4,Male,3,3,Manufacturing Director,1,Divorced,16470,25298,9,Yes,11,3,4,2,15,4,4,8,3,7,5,46-60,> 10K,3.0,0
761,30,No,Travel_Frequently,Sales,15,5,Human Resources,3,Male,2,5,Sales Executive,4,Single,6968,15268,1,Yes,21,3,1,0,21,0,3,3,2,6,5,26-35,6K-10K,3.33,0
762,52,No,Travel_Rarely,Research & Development,10,2,Life Sciences,2,Male,4,2,Laboratory Technician,1,Divorced,8493,23690,8,No,17,3,4,1,40,3,3,23,13,0,17,46-60,6K-10K,2.0,0
763,36,No,Travel_Rarely,Sales,11,2,Life Sciences,2,Female,2,1,Sales Representative,4,Single,5103,12704,0,No,20,3,3,2,24,1,2,13,6,0,1,36-45,3K-6K,2.67,0
764,29,No,Travel_Rarely,Research & Development,23,3,Technical Degree,1,Male,4,5,Healthcare Representative,4,Married,3076,6514,8,No,25,3,3,0,2,1,1,4,4,9,7,26-35,3K-6K,2.0,0
765,33,No,Travel_Rarely,Sales,3,2,Human Resources,4,Male,1,2,Sales Executive,2,Married,10457,16422,6,No,18,4,4,3,21,2,2,17,17,5,13,26-35,> 10K,2.67,0
766,60,No,Travel_Rarely,Research & Development,3,4,Marketing,1,Female,4,1,Healthcare Representative,1,Divorced,4744,26834,9,No,11,4,1,1,30,3,4,18,1,2,1,46-60,3K-6K,2.0,0
767,27,No,Non-Travel,Research & Development,18,5,Other,1,Male,3,4,Research Scientist,1,Single,15466,17540,1,No,20,3,1,1,36,0,3,11,10,15,16,26-35,> 10K,1.67,0
768,42,No,Travel_Rarely,Research & Development,25,5,Technical Degree,4,Female,1,1,Manager,1,Single,15523,20742,5,No,17,4,1,1,21,2,1,17,7,12,15,36-45,> 10K,2.0,0
769,37,No,Travel_Rarely,Research & Development,11,3,Human Resources,3,Female,1,5,Manager,1,Single,6594,7615,7,No,14,4,3,3,26,2,4,16,0,11,17,36-45,6K-10K,2.67,0
770,48,No,Travel_Rarely,Research & Development,20,4,Marketing,2,Female,2,3,Manager,4,Married,8531,19652,1,Yes,16,3,4,1,1,1,2,29,26,8,5,46-60,6K-10K,2.67,0
771,21,No,Travel_Rarely,Sales,26,4,Human Resources,3,Male,1,1,Sales Executive,2,Divorced,8371,16840,4,No,19,3,4,0,21,4,3,23,21,10,16,18-25,6K-10K,2.67,0
772,40,No,Travel_Rarely,Research & Development,29,1,Medical,4,Male,1,3,Manager,2,Divorced,15547,4376,5,No,25,3,1,2,16,0,2,10,1,6,17,36-45,> 10K,2.67,0
773,19,No,Non-Travel,Sales,22,2,Marketing,4,Female,4,3,Sales Executive,3,Married,19028,26771,2,Yes,15,3,3,1,19,3,1,34,6,1,13,18-25,> 10K,2.67,0
774,39,Yes,Non-Travel,Research & Development,18,3,Other,2,Male,2,1,Healthcare Representative,1,Married,4144,21480,1,Yes,18,3,4,1,23,2,1,22,16,11,9,36-45,3K-6K,1.33,1
775,54,No,Travel_Rarely,Research & Development,25,5,Medical,3,Male,3,4,Research Director,3,Divorced,14990,22019,5,No,15,3,4,0,30,0,1,16,13,13,3,46-60,> 10K,2.33,0
776,25,Yes,Travel_Rarely,Sales,15,1,Life Sciences,2,Female,2,1,Manager,4,Married,15083,18945,2,Yes,12,3,1,3,7,1,1,0,0,2,17,18-25,> 10K,2.33,1
777,24,No,Travel_Rarely,Sales,7,4,Technical Degree,1,Male,3,2,Sales Executive,3,Single,17626,13641,1,Yes,14,3,1,1,4,2,1,14,7,7,10,18-25,> 10K,1.67,0
778,31,No,Travel_Rarely,Research & Development,10,2,Human Resources,1,Female,4,3,Healthcare Representative,1,Divorced,8954,17232,0,No,24,4,4,0,1,2,2,31,6,12,15,26-35,6K-10K,1.33,0
779,20,No,Travel_Rarely,Research & Development,21,5,Technical Degree,1,Female,1,5,Laboratory Technician,2,Single,8269,13558,7,No,12,3,3,0,3,5,1,8,5,13,3,18-25,6K-10K,1.33,0
780,33,Yes,Travel_Rarely,Research & Development,23,1,Other,3,Female,1,3,Healthcare Representative,2,Single,8130,13315,0,No,17,3,2,3,34,1,1,14,8,14,5,26-35,6K-10K,2.0,1
781,36,No,Non-Travel,Research & Development,20,4,Human Resources,1,Male,2,5,Manager,1,Single,7828,13083,4,No,17,3,4,3,33,5,3,27,2,0,7,36-45,6K-10K,1.67,0
782,35,No,Travel_Rarely,Research & Development,29,5,Medical,2,Male,2,2,Laboratory Technician,4,Married,9844,26615,5,No,24,3,4,2,2,1,1,23,5,14,17,26-35,6K-10K,2.33,0
783,33,No,Non-Travel,Sales,10,5,Marketing,3,Male,2,2,Manager,1,Married,15220,26123,2,No,25,3,3,1,19,1,3,34,19,4,17,26-35,> 10K,2.33,0
784,25,No,Travel_Rarely,Research & Development,13,4,Marketing,2,Male,1,2,Research Director,4,Single,7331,25255,6,Yes,13,3,4,2,8,5,3,21,1,9,15,18-25,6K-10K,3.0,0
785,50,No,Travel_Rarely,Sales,15,4,Human Resources,4,Male,1,1,Sales Executive,2,Married,14397,4504,1,No,24,3,2,0,5,6,3,26,16,0,6,46-60,> 10K,3.0,0
786,29,No,Travel_Rarely,Human Resources,23,3,Medical,3,Male,4,3,Manager,4,Married,18883,25405,6,No,23,4,3,1,4,0,2,18,11,11,16,26-35,> 10K,3.0,0
787,28,No,Travel_Rarely,Research & Development,18,5,Human Resources,2,Male,3,5,Research Director,1,Divorced,11291,24355,1,No,17,3,2,0,40,0,2,11,11,8,2,26-35,> 10K,1.67,0
788,22,No,Travel_Rarely,Research & Development,23,4,Human Resources,2,Male,2,2,Manufacturing Director,1,Married,19542,26260,4,No,25,3,2,0,37,6,4,19,16,6,14,18-25,> 10K,2.33,0
789,44,No,Travel_Rarely,Research & Development,4,1,Human Resources,3,Female,1,2,Research Scientist,1,Married,10457,12068,6,No,11,3,4,0,34,0,4,0,0,4,3,36-45,> 10K,2.67,0
790,29,No,Travel_Rarely,Human Resources,20,2,Marketing,4,Male,3,5,Human Resources,4,Married,11450,22481,2,No,11,4,2,3,30,4,3,20,9,5,15,26-35,> 10K,3.67,0
791,34,Yes,Non-Travel,Sales,17,3,Other,3,Male,2,3,Sales Representative,4,Single,3035,11684,3,No,19,3,4,3,12,2,2,0,0,10,13,26-35,3K-6K,3.0,1
792,23,No,Travel_Frequently,Research & Development,28,4,Human Resources,1,Female,2,3,Research Director,4,Single,12463,11321,0,No,16,3,4,1,25,0,1,9,2,14,16,18-25,> 10K,2.0,0
793,50,No,Non-Travel,Research & Development,3,2,Marketing,1,Female,3,5,Manufacturing Director,2,Married,8977,12455,2,No,23,3,3,0,21,4,4,31,19,2,8,46-60,6K-10K,2.33,0
794,22,No,Travel_Rarely,Research & Development,21,3,Life Sciences,4,Male,3,4,Manager,3,Single,18241,15064,8,No,24,4,3,0,31,2,2,38,17,2,6,18-25,> 10K,3.0,0
795,45,No,Travel_Rarely,Sales,21,5,Medical,2,Female,3,3,Sales Representative,3,Single,13182,8822,9,No,22,3,3,1,14,0,1,21,12,15,13,36-45,> 10K,2.0,0
796,31,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Male,1,5,Manufacturing Director,1,Married,1298,24262,4,No,15,3,4,2,10,1,1,17,11,6,11,26-35,< 3K,1.33,0
797,22,Yes,Travel_Rarely,Human Resources,4,3,Human Resources,2,Male,4,5,Manager,2,Single,1923,22893,7,Yes,23,3,2,0,15,6,2,31,26,6,16,18-25,< 3K,2.0,1
798,50,Yes,Non-Travel,Research & Development,1,4,Marketing,3,Female,2,2,Laboratory Technician,4,Single,14331,14497,1,Yes,16,4,2,3,5,3,4,26,26,6,8,46-60,> 10K,3.67,1
799,58,No,Travel_Rarely,Research & Development,15,4,Medical,3,Female,2,5,Healthcare Representative,1,Married,7578,16251,2,No,16,3,3,2,10,0,2,27,26,1,11,46-60,6K-10K,2.0,0
800,36,No,Travel_Rarely,Human Resources,25,3,Technical Degree,4,Male,3,1,Human Resources,2,Married,5875,24570,6,No,11,4,3,2,9,3,4,17,16,1,11,36-45,3K-6K,3.33,0
801,39,No,Travel_Rarely,Research & Development,1,5,Medical,1,Female,1,2,Research Scientist,1,Divorced,13254,12377,9,Yes,15,3,4,2,15,0,3,38,35,10,7,36-45,> 10K,1.67,0
802,22,No,Travel_Rarely,Sales,6,3,Medical,2,Female,3,2,Sales Representative,2,Married,19186,21944,3,Yes,19,3,1,2,11,1,2,28,22,11,9,18-25,> 10K,2.0,0
803,19,No,Non-Travel,Research & Development,7,1,Human Resources,1,Female,1,3,Research Scientist,2,Married,11905,7679,8,No,14,3,1,2,6,6,2,17,9,4,11,18-25,> 10K,1.67,0
804,47,No,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,4,4,Manager,3,Married,14353,21069,6,No,13,3,4,2,38,6,4,7,2,3,4,46-60,> 10K,3.33,0
805,56,No,Travel_Rarely,Research & Development,12,3,Life Sciences,3,Male,2,3,Manager,1,Single,16882,8612,0,No,11,3,1,1,26,3,4,30,5,14,0,46-60,> 10K,2.67,0
806,21,No,Travel_Rarely,Research & Development,1,4,Technical Degree,3,Male,2,1,Manufacturing Director,4,Single,10663,23205,3,No,24,3,1,1,23,4,2,33,5,6,8,18-25,> 10K,3.0,0
807,50,No,Travel_Rarely,Human Resources,7,5,Human Resources,1,Male,1,2,Manager,3,Divorced,1941,18272,9,No,25,3,1,2,14,1,1,6,2,15,14,46-60,< 3K,1.67,0
808,30,No,Travel_Rarely,Human Resources,19,3,Medical,4,Male,4,2,Manager,3,Married,2907,26191,5,Yes,12,3,3,3,5,3,1,35,33,2,1,26-35,< 3K,2.67,0
809,37,No,Travel_Frequently,Research & Development,13,2,Other,4,Female,4,5,Research Scientist,4,Divorced,5837,3412,5,No,13,3,2,1,18,3,1,17,3,4,3,36-45,3K-6K,3.0,0
810,24,No,Non-Travel,Sales,26,4,Life Sciences,3,Female,2,4,Manager,2,Married,14680,19605,9,No,14,3,2,1,7,5,3,37,36,1,3,18-25,> 10K,2.67,0
811,32,No,Travel_Rarely,Human Resources,12,4,Life Sciences,2,Female,2,4,Manager,4,Single,18627,4249,5,Yes,17,4,3,2,35,5,3,8,0,0,2,26-35,> 10K,3.0,0
812,40,No,Travel_Rarely,Research & Development,12,3,Marketing,1,Male,3,5,Research Scientist,1,Married,6696,4239,4,No,16,3,3,3,12,1,4,8,7,8,15,36-45,6K-10K,2.0,0
813,31,No,Travel_Rarely,Sales,22,2,Medical,3,Male,1,1,Sales Executive,4,Married,17226,22586,2,No,21,3,3,2,32,1,3,7,7,12,7,26-35,> 10K,3.33,0
814,40,No,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,2,4,Manager,2,Married,14543,9873,1,No,18,3,1,3,31,1,1,34,11,3,6,36-45,> 10K,1.33,0
815,36,No,Travel_Rarely,Research & Development,28,2,Life Sciences,1,Male,4,2,Manufacturing Director,4,Married,13615,14614,2,No,24,3,4,3,27,2,2,17,7,7,11,36-45,> 10K,2.33,0
816,46,No,Travel_Frequently,Research & Development,14,4,Human Resources,4,Female,4,1,Laboratory Technician,2,Divorced,2466,25277,8,No,19,3,4,0,39,4,3,4,2,12,11,46-60,< 3K,3.0,0
817,39,Yes,Travel_Rarely,Research & Development,22,2,Medical,3,Male,2,3,Manager,2,Divorced,19350,10835,2,No,25,3,1,1,9,0,3,13,2,11,3,36-45,> 10K,2.67,1
818,46,Yes,Non-Travel,Research & Development,12,3,Medical,4,Female,4,3,Manager,1,Divorced,1375,23787,2,No,16,4,1,2,32,5,1,27,17,6,14,46-60,< 3K,2.0,1
819,41,No,Travel_Rarely,Sales,20,1,Life Sciences,3,Male,1,1,Manager,4,Single,1262,16803,0,No,17,3,3,1,0,6,3,29,20,13,5,36-45,< 3K,3.33,0
820,35,No,Travel_Rarely,Research & Development,12,1,Technical Degree,1,Male,4,2,Healthcare Representative,4,Single,12580,14795,1,No,14,3,3,1,20,6,4,3,2,11,2,26-35,> 10K,3.0,0
821,27,Yes,Travel_Rarely,Research & Development,27,2,Human Resources,4,Female,4,3,Manufacturing Director,1,Single,11136,16441,2,No,12,3,2,3,4,3,2,38,18,15,6,26-35,> 10K,2.33,1
822,58,Yes,Travel_Rarely,Sales,6,3,Human Resources,1,Male,2,2,Sales Representative,2,Single,8833,17653,1,No,19,3,3,1,0,5,1,19,14,0,5,46-60,6K-10K,1.33,1
823,25,No,Travel_Rarely,Research & Development,27,5,Marketing,3,Male,1,5,Laboratory Technician,4,Married,2893,7185,7,No,19,3,1,0,20,0,4,24,5,9,0,18-25,< 3K,3.67,0
824,43,No,Travel_Rarely,Research & Development,10,1,Medical,2,Male,1,4,Manager,1,Married,9106,22674,5,Yes,25,4,2,2,24,1,1,27,15,10,7,36-45,6K-10K,1.33,0
825,46,No,Travel_Rarely,Research & Development,20,4,Medical,4,Female,3,1,Laboratory Technician,2,Married,12826,15499,6,No,14,3,3,1,19,6,4,11,7,6,0,46-60,> 10K,3.33,0
826,27,No,Travel_Rarely,Human Resources,29,3,Life Sciences,4,Female,1,4,Human Resources,1,Divorced,2652,22526,0,No,22,4,2,2,8,5,2,1,1,1,15,26-35,< 3K,2.33,0
827,34,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Female,3,5,Research Director,4,Divorced,1599,11577,5,Yes,13,3,2,1,15,4,2,13,1,2,2,26-35,< 3K,2.33,0
828,19,No,Travel_Rarely,Research & Development,9,1,Life Sciences,1,Female,2,3,Manager,1,Single,19296,9152,1,Yes,20,3,3,2,27,4,4,21,19,13,1,18-25,> 10K,2.0,0
829,23,No,Travel_Rarely,Research & Development,2,5,Marketing,2,Female,4,2,Manufacturing Director,3,Divorced,9792,20968,5,No,24,3,4,2,39,2,4,30,15,0,5,18-25,6K-10K,3.0,0
830,22,No,Travel_Frequently,Research & Development,7,4,Technical Degree,4,Female,1,2,Research Scientist,2,Married,4637,19985,2,Yes,21,3,1,2,35,5,4,22,10,6,7,18-25,3K-6K,3.33,0
831,45,No,Travel_Rarely,Sales,9,5,Life Sciences,3,Male,3,5,Sales Executive,3,Married,11355,15798,6,Yes,16,3,1,1,38,1,4,19,6,2,6,36-45,> 10K,3.33,0
832,58,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Male,1,1,Manufacturing Director,3,Divorced,16989,23326,2,No,24,4,2,0,23,3,4,37,11,5,6,46-60,> 10K,3.33,1
833,22,No,Travel_Rarely,Sales,12,1,Other,4,Male,2,4,Manager,2,Single,10290,24082,8,Yes,24,3,4,2,15,2,4,3,0,14,17,18-25,> 10K,3.33,0
834,35,No,Non-Travel,Sales,5,3,Life Sciences,4,Female,3,3,Sales Representative,2,Divorced,10462,19191,2,No,13,3,4,3,13,1,2,14,9,11,2,26-35,> 10K,2.67,0
835,43,No,Non-Travel,Research & Development,1,4,Marketing,4,Male,3,1,Laboratory Technician,1,Married,15342,12851,6,No,11,4,3,3,33,2,4,23,6,12,10,36-45,> 10K,3.0,0
836,37,No,Travel_Rarely,Research & Development,22,3,Human Resources,2,Male,3,5,Healthcare Representative,2,Divorced,14945,25729,3,No,14,3,3,3,23,5,3,24,13,6,10,36-45,> 10K,2.33,0
837,58,Yes,Non-Travel,Human Resources,15,2,Technical Degree,3,Female,2,5,Human Resources,3,Divorced,11762,10306,7,No,11,3,1,0,10,0,2,0,0,14,2,46-60,> 10K,2.67,1
838,44,No,Travel_Rarely,Research & Development,8,2,Human Resources,3,Male,3,2,Research Director,3,Married,15312,21111,1,No,12,3,3,2,35,6,1,6,6,2,0,36-45,> 10K,2.33,0
839,29,No,Travel_Rarely,Research & Development,1,1,Other,1,Female,4,3,Manufacturing Director,4,Single,8382,14918,7,No,13,3,3,0,0,5,2,30,0,1,9,26-35,6K-10K,2.33,0
840,24,No,Travel_Rarely,Research & Development,18,1,Medical,1,Female,2,1,Laboratory Technician,2,Single,9982,14484,8,No,18,3,2,2,11,1,1,11,0,8,1,18-25,6K-10K,1.33,0
841,20,No,Travel_Rarely,Sales,13,1,Medical,4,Male,4,2,Sales Executive,3,Married,8707,14093,7,No,20,3,4,0,20,3,1,4,3,8,16,18-25,6K-10K,2.67,0
842,27,No,Non-Travel,Research & Development,29,2,Life Sciences,1,Female,4,3,Healthcare Representative,4,Single,18130,10165,5,No,14,4,4,2,8,3,3,37,20,14,8,26-35,> 10K,2.67,0
843,51,No,Travel_Rarely,Sales,1,4,Other,2,Female,2,4,Manager,4,Divorced,5633,17084,9,No,14,3,3,3,38,1,4,11,4,6,17,46-60,3K-6K,3.33,0
844,42,No,Travel_Rarely,Human Resources,5,5,Human Resources,3,Male,1,4,Manager,1,Single,18304,12920,0,No,23,3,3,2,2,2,4,38,23,13,8,36-45,> 10K,2.67,0
845,52,No,Travel_Frequently,Sales,18,1,Marketing,3,Female,4,2,Manager,3,Divorced,10457,16327,6,No,20,3,3,0,15,4,2,17,6,4,10,46-60,> 10K,2.67,0
846,33,Yes,Travel_Frequently,Research & Development,16,5,Technical Degree,1,Female,2,1,Laboratory Technician,1,Married,14778,22555,0,No,19,4,1,2,3,1,4,1,0,3,16,26-35,> 10K,2.0,1
847,19,Yes,Travel_Rarely,Sales,26,5,Human Resources,4,Male,4,3,Manager,3,Single,8008,14574,6,No,17,3,1,1,25,6,3,9,9,14,13,18-25,6K-10K,3.33,1
848,41,No,Travel_Rarely,Human Resources,10,2,Other,1,Male,3,4,Manager,1,Married,16523,3568,1,No,12,3,2,2,12,5,2,14,0,3,17,36-45,> 10K,1.33,0
849,27,No,Non-Travel,Research & Development,4,4,Other,4,Male,4,4,Research Director,1,Married,19765,19125,7,No,13,3,1,3,19,3,2,29,28,15,17,26-35,> 10K,2.33,0
850,55,No,Non-Travel,Research & Development,1,2,Human Resources,2,Male,4,1,Laboratory Technician,2,Married,4618,11922,1,Yes,14,3,4,2,18,0,2,16,6,0,11,46-60,3K-6K,2.0,0
851,39,No,Travel_Rarely,Sales,23,1,Technical Degree,3,Male,4,2,Sales Representative,1,Married,1272,24821,2,No,14,3,1,1,26,3,4,3,0,3,17,36-45,< 3K,2.67,0
852,43,No,Travel_Rarely,Research & Development,8,2,Human Resources,2,Female,3,5,Manufacturing Director,2,Single,14007,6904,2,No,20,3,4,1,1,4,4,6,6,14,7,36-45,> 10K,2.67,0
853,60,No,Travel_Rarely,Sales,5,2,Human Resources,3,Male,4,3,Sales Representative,4,Married,19157,4933,0,No,18,4,1,1,9,3,4,40,23,6,7,46-60,> 10K,3.67,0
854,56,No,Travel_Rarely,Research & Development,2,2,Technical Degree,2,Female,2,4,Research Scientist,3,Married,3547,6509,4,Yes,20,3,1,0,24,4,2,30,10,13,7,46-60,3K-6K,2.33,0
855,44,No,Travel_Rarely,Sales,24,1,Marketing,1,Male,4,5,Sales Executive,4,Divorced,4164,6526,4,No,24,3,2,1,18,6,2,38,8,4,14,36-45,3K-6K,2.33,0
856,46,No,Non-Travel,Sales,17,1,Other,2,Male,2,1,Sales Representative,3,Divorced,15414,7909,9,No,20,3,3,0,14,1,1,33,11,8,7,46-60,> 10K,2.0,0
857,55,No,Travel_Rarely,Sales,7,2,Technical Degree,2,Female,4,2,Sales Executive,4,Single,15327,23733,4,No,16,3,3,1,38,3,1,5,2,3,13,46-60,> 10K,2.33,0
858,37,No,Non-Travel,Research & Development,17,2,Life Sciences,1,Female,4,3,Laboratory Technician,3,Single,16576,5167,8,No,13,4,3,0,23,2,4,37,3,10,12,36-45,> 10K,2.67,0
859,44,No,Travel_Rarely,Research & Development,28,5,Life Sciences,3,Male,4,1,Research Director,1,Married,1946,12110,5,No,21,3,2,1,15,5,2,33,27,2,7,36-45,< 3K,2.0,0
860,58,No,Travel_Rarely,Sales,6,4,Life Sciences,3,Male,1,2,Manager,3,Divorced,15693,25990,5,No,19,3,4,1,16,2,4,14,8,5,16,46-60,> 10K,3.33,0
861,37,No,Travel_Frequently,Research & Development,29,5,Life Sciences,1,Female,1,1,Laboratory Technician,3,Married,17890,20602,2,No,20,3,1,2,15,5,4,13,12,3,5,36-45,> 10K,2.67,0
862,36,No,Travel_Rarely,Research & Development,22,4,Medical,2,Male,3,4,Research Director,4,Single,16540,3340,4,No,18,4,2,1,17,3,1,5,2,10,16,36-45,> 10K,2.33,0
863,37,No,Non-Travel,Research & Development,15,4,Marketing,2,Male,2,4,Research Scientist,4,Single,7719,26393,9,No,19,4,4,2,3,6,3,36,36,12,3,36-45,6K-10K,3.0,0
864,52,No,Non-Travel,Research & Development,5,2,Medical,2,Male,3,5,Healthcare Representative,4,Single,9435,23023,6,No,25,3,2,1,1,3,4,31,6,1,6,46-60,6K-10K,3.33,0
865,19,No,Travel_Rarely,Research & Development,15,5,Human Resources,4,Female,2,1,Healthcare Representative,2,Married,12350,3514,2,No,15,3,2,1,30,5,3,2,0,4,16,18-25,> 10K,3.0,0
866,47,No,Travel_Frequently,Research & Development,18,4,Human Resources,3,Male,3,4,Research Scientist,2,Married,4590,19795,1,Yes,13,3,4,2,1,6,3,2,1,13,17,46-60,3K-6K,2.67,0
867,51,No,Travel_Rarely,Sales,18,4,Technical Degree,2,Male,3,2,Sales Executive,3,Married,11064,9724,4,No,14,3,3,2,1,0,2,21,6,12,5,46-60,> 10K,2.33,0
868,39,Yes,Travel_Rarely,Sales,25,1,Life Sciences,3,Male,4,5,Sales Executive,3,Single,18576,6167,2,No,24,3,1,0,14,6,2,21,10,3,9,36-45,> 10K,2.67,1
869,20,Yes,Travel_Rarely,Research & Development,21,4,Technical Degree,2,Female,4,3,Research Director,1,Single,18848,19406,4,No,23,3,3,3,28,3,4,9,1,14,17,18-25,> 10K,2.33,1
870,23,Yes,Travel_Rarely,Human Resources,21,2,Human Resources,1,Male,4,1,Human Resources,1,Married,1390,12478,8,No,22,3,2,2,33,0,1,2,2,4,6,18-25,< 3K,1.0,1
